Mixed array																
2.5																
11																
0																
"Type of measurement (0=app. resistivity,1=resistance)"																
1																
4067																
1																
1																
Chargeability																
msec																
"0.1,  1.0"	C1		C2		P1		P2				a	b	m	n		
4	67.5	0	132.5	0	107.5	0	110	0	0.07421812	0	28	54	44	45		
4	67.5	0	132.5	0	110	0	112.5	0	0.02234913	0	28	54	45	46		
4	67.5	0	132.5	0	112.5	0	115	0	0.09665013	32.03432083	28	54	46	47		
4	67.5	0	132.5	0	115	0	117.5	0	0.05135088	0	28	54	47	48		
4	67.5	0	132.5	0	117.5	0	120	0	0.09180744	67.10997009	28	54	48	49		
4	67.5	0	132.5	0	120	0	122.5	0	0.1102622	54.71138	28	54	49	50		
4	67.5	0	132.5	0	122.5	0	125	0	0.212449	48.75611115	28	54	50	51		
4	67.5	0	132.5	0	125	0	127.5	0	0.47218999	56.04946899	28	54	51	52		
4	67.5	0	132.5	0	135	0	137.5	0	-4.00767612	99	28	54	55	56		
4	67.5	0	132.5	0	147.5	0	150	0	-0.1063931	35.50503159	28	54	60	61		
4	67.5	0	132.5	0	150	0	152.5	0	-0.07663789	0	28	54	61	62		
4	70	0	135	0	2.5	0	5	0	-0.02042041	0	29	55	2	3		
4	70	0	135	0	7.5	0	10	0	-0.00405103	0	29	55	4	5		
4	70	0	135	0	10	0	12.5	0	-0.03363404	0	29	55	5	6		
4	70	0	135	0	15	0	17.5	0	-0.01028658	0	29	55	7	8		
4	70	0	135	0	17.5	0	20	0	-0.02574268	0	29	55	8	9		
4	70	0	135	0	22.5	0	25	0	-0.03959388	0	29	55	10	11		
4	70	0	135	0	30	0	32.5	0	-0.01187346	0	29	55	13	14		
4	70	0	135	0	32.5	0	35	0	-0.05739663	0	29	55	14	15		
4	70	0	135	0	37.5	0	40	0	-0.27854589	30.68390083	29	55	16	17		
4	70	0	135	0	42.5	0	45	0	-0.24911641	28.45553017	29	55	18	19		
4	70	0	135	0	45	0	47.5	0	-0.1449081	9.52866364	29	55	19	20		
4	70	0	135	0	77.5	0	80	0	0.72067899	47.35651016	29	55	32	33		
4	70	0	135	0	80	0	82.5	0	0.1246624	48.53440857	29	55	33	34		
4	70	0	135	0	100	0	102.5	0	0.04412739	0	29	55	41	42		
4	70	0	135	0	102.5	0	105	0	0.07238669	0	29	55	42	43		
4	70	0	135	0	105	0	107.5	0	0.02656823	0	29	55	43	44		
4	70	0	135	0	107.5	0	110	0	0.07767606	0	29	55	44	45		
4	70	0	135	0	112.5	0	115	0	0.09666545	0	29	55	46	47		
4	70	0	135	0	115	0	117.5	0	0.02763817	0	29	55	47	48		
4	70	0	135	0	117.5	0	120	0	0.05138118	0	29	55	48	49		
4	70	0	135	0	120	0	122.5	0	0.07198957	0	29	55	49	50		
4	70	0	135	0	122.5	0	125	0	0.1480263	38.55344009	29	55	50	51		
4	70	0	135	0	125	0	127.5	0	0.25642261	45.00411987	29	55	51	52		
4	70	0	135	0	127.5	0	130	0	0.93542498	43.3311882	29	55	52	53		
4	70	0	135	0	147.5	0	150	0	-0.1906357	32.88861084	29	55	60	61		
4	70	0	135	0	150	0	152.5	0	-0.08949704	0	29	55	61	62		
4	30	0	105	0	0	0	2.5	0	-0.0096035	0	13	43	1	2		
4	30	0	105	0	2.5	0	5	0	-0.02604993	0	13	43	2	3		
4	30	0	105	0	5	0	7.5	0	-0.0232756	0	13	43	3	4		
4	30	0	105	0	7.5	0	10	0	-0.03417185	0	13	43	4	5		
4	30	0	105	0	10	0	12.5	0	-0.0725178	0	13	43	5	6		
4	30	0	105	0	12.5	0	15	0	-0.03562132	0	13	43	6	7		
4	30	0	105	0	15	0	17.5	0	-0.09515277	0	13	43	7	8		
4	30	0	105	0	17.5	0	20	0	-0.1057983	72.29299927	13	43	8	9		
4	30	0	105	0	20	0	22.5	0	-0.1950476	40.28102875	13	43	9	10		
4	30	0	105	0	22.5	0	25	0	-0.3001602	46.50146103	13	43	10	11		
4	30	0	105	0	32.5	0	35	0	0.79346669	41.57226181	13	43	14	15		
4	30	0	105	0	35	0	37.5	0	0.42411959	36.94290924	13	43	15	16		
4	30	0	105	0	37.5	0	40	0	0.46470171	50.15171051	13	43	16	17		
4	30	0	105	0	40	0	42.5	0	0.2372933	35.79143143	13	43	17	18		
4	30	0	105	0	42.5	0	45	0	0.1136541	72.39939117	13	43	18	19		
4	30	0	105	0	45	0	47.5	0	0.07423408	0	13	43	19	20		
4	30	0	105	0	57.5	0	60	0	0.1320332	40.1658287	13	43	24	25		
4	30	0	105	0	60	0	62.5	0	0.00731462	0	13	43	25	26		
4	30	0	105	0	65	0	67.5	0	0.0795465	0	13	43	27	28		
4	30	0	105	0	67.5	0	70	0	0.05014965	0	13	43	28	29		
4	30	0	105	0	72.5	0	75	0	0.1913995	58.27499008	13	43	30	31		
4	30	0	105	0	80	0	82.5	0	0.01897306	0	13	43	33	34		
4	30	0	105	0	107.5	0	110	0	-1.04825103	82.8944931	13	43	44	45		
4	30	0	105	0	110	0	112.5	0	-0.4650189	63.88946152	13	43	45	46		
4	30	0	105	0	112.5	0	115	0	-0.2041474	73.59470367	13	43	46	47		
4	30	0	105	0	115	0	117.5	0	-0.13810401	60.89842987	13	43	47	48		
4	30	0	105	0	117.5	0	120	0	-0.05581909	0	13	43	48	49		
4	30	0	105	0	120	0	122.5	0	-0.05423431	0	13	43	49	50		
4	30	0	105	0	122.5	0	125	0	-0.01686919	0	13	43	50	51		
4	30	0	105	0	125	0	127.5	0	-0.04024494	0	13	43	51	52		
4	30	0	105	0	127.5	0	130	0	-0.04266531	0	13	43	52	53		
4	30	0	105	0	130	0	132.5	0	-0.04483646	0	13	43	53	54		
4	30	0	105	0	132.5	0	135	0	-0.01837982	0	13	43	54	55		
4	30	0	105	0	135	0	137.5	0	-0.03868004	0	13	43	55	56		
4	30	0	105	0	147.5	0	150	0	-0.01984534	0	13	43	60	61		
4	30	0	105	0	150	0	152.5	0	-0.02120766	0	13	43	61	62		
4	40	0	115	0	0	0	2.5	0	-0.02041226	0	17	47	1	2		
4	40	0	115	0	5	0	7.5	0	-0.03042705	0	17	47	3	4		
4	40	0	115	0	7.5	0	10	0	-0.1752999	346.7290955	17	47	4	5		
4	40	0	115	0	12.5	0	15	0	-0.09118685	0	17	47	6	7		
4	40	0	115	0	15	0	17.5	0	-0.0317445	0	17	47	7	8		
4	40	0	115	0	20	0	22.5	0	-0.1013793	0	17	47	9	10		
4	40	0	115	0	25	0	27.5	0	-0.07332613	0	17	47	11	12		
4	40	0	115	0	27.5	0	30	0	-0.1518209	0	17	47	12	13		
4	40	0	115	0	30	0	32.5	0	-0.17052621	0	17	47	13	14		
4	40	0	115	0	32.5	0	35	0	-0.1826074	41.21421814	17	47	14	15		
4	40	0	115	0	45	0	47.5	0	0.0488563	0	17	47	19	20		
4	40	0	115	0	47.5	0	50	0	0.35899791	22.56386948	17	47	20	21		
4	40	0	115	0	75	0	77.5	0	0.3331396	56.14113998	17	47	31	32		
4	40	0	115	0	77.5	0	80	0	0.1287041	0	17	47	32	33		
4	40	0	115	0	80	0	82.5	0	0.1024275	0	17	47	33	34		
4	40	0	115	0	100	0	102.5	0	0.07100967	0	17	47	41	42		
4	40	0	115	0	102.5	0	105	0	0.08513944	0	17	47	42	43		
4	40	0	115	0	105	0	107.5	0	0.2291185	21.51053047	17	47	43	44		
4	40	0	115	0	107.5	0	110	0	0.09329013	0	17	47	44	45		
4	40	0	115	0	117.5	0	120	0	-0.75978249	28.44216919	17	47	48	49		
4	40	0	115	0	120	0	122.5	0	-0.26450381	27.05878067	17	47	49	50		
4	40	0	115	0	122.5	0	125	0	-0.1983608	21.0490303	17	47	50	51		
4	40	0	115	0	125	0	127.5	0	-0.1209757	0	17	47	51	52		
4	40	0	115	0	127.5	0	130	0	-0.09250567	0	17	47	52	53		
4	40	0	115	0	130	0	132.5	0	-0.17626341	383.3458862	17	47	53	54		
4	40	0	115	0	135	0	137.5	0	-0.04858024	0	17	47	55	56		
4	50	0	125	0	2.5	0	5	0	-0.02742475	0	21	51	2	3		
4	50	0	125	0	5	0	7.5	0	-0.01717456	0	21	51	3	4		
4	50	0	125	0	10	0	12.5	0	-0.1142476	0	21	51	5	6		
4	50	0	125	0	15	0	17.5	0	-0.02105173	0	21	51	7	8		
4	50	0	125	0	17.5	0	20	0	-0.03701726	0	21	51	8	9		
4	50	0	125	0	22.5	0	25	0	-0.06051363	0	21	51	10	11		
4	50	0	125	0	25	0	27.5	0	-0.01245067	0	21	51	11	12		
4	50	0	125	0	30	0	32.5	0	-0.04411983	0	21	51	13	14		
4	50	0	125	0	32.5	0	35	0	-0.1231303	0	21	51	14	15		
4	50	0	125	0	35	0	37.5	0	-0.0305576	0	21	51	15	16		
4	50	0	125	0	57.5	0	60	0	1.03144598	55.85710144	21	51	24	25		
4	50	0	125	0	72.5	0	75	0	0.37116009	99	21	51	30	31		
4	50	0	125	0	75	0	77.5	0	0.34688389	43.36029816	21	51	31	32		
4	50	0	125	0	77.5	0	80	0	0.37792099	33.98218155	21	51	32	33		
4	50	0	125	0	100	0	102.5	0	0.04492027	0	21	51	41	42		
4	50	0	125	0	102.5	0	105	0	0.08611302	0	21	51	42	43		
4	50	0	125	0	105	0	107.5	0	0.04241064	0	21	51	43	44		
4	50	0	125	0	107.5	0	110	0	0.1142673	0	21	51	44	45		
4	50	0	125	0	110	0	112.5	0	0.04726252	0	21	51	45	46		
4	50	0	125	0	112.5	0	115	0	0.1928032	33.89760971	21	51	46	47		
4	50	0	125	0	115	0	117.5	0	0.1635206	48.27499008	21	51	47	48		
4	50	0	125	0	117.5	0	120	0	0.2998853	62.7845993	21	51	48	49		
4	50	0	125	0	127.5	0	130	0	-0.90318352	56.83658981	21	51	52	53		
4	50	0	125	0	130	0	132.5	0	-0.3913503	53.11394119	21	51	53	54		
4	50	0	125	0	132.5	0	135	0	-0.19572639	99	21	51	54	55		
4	50	0	125	0	135	0	137.5	0	-0.2014259	49.72628021	21	51	55	56		
4	50	0	125	0	147.5	0	150	0	-0.05100777	0	21	51	60	61		
4	50	0	125	0	150	0	152.5	0	-0.04193117	0	21	51	61	62		
4	0	0	95	0	2.5	0	5	0	0.87614107	34.93069077	1	39	2	3		
4	0	0	95	0	5	0	7.5	0	0.08471702	0	1	39	3	4		
4	0	0	95	0	7.5	0	10	0	0.2139889	99	1	39	4	5		
4	0	0	95	0	10	0	12.5	0	0.03299807	0	1	39	5	6		
4	0	0	95	0	12.5	0	15	0	0.1251708	24.93437004	1	39	6	7		
4	0	0	95	0	15	0	17.5	0	0.07699497	0	1	39	7	8		
4	0	0	95	0	17.5	0	20	0	0.04314667	0	1	39	8	9		
4	0	0	95	0	20	0	22.5	0	0.07593729	0	1	39	9	10		
4	0	0	95	0	22.5	0	25	0	0.01545431	0	1	39	10	11		
4	0	0	95	0	25	0	27.5	0	0.04306023	0	1	39	11	12		
4	0	0	95	0	27.5	0	30	0	0.06428624	0	1	39	12	13		
4	0	0	95	0	30	0	32.5	0	0.03588903	0	1	39	13	14		
4	0	0	95	0	35	0	37.5	0	0.07932486	0	1	39	15	16		
4	0	0	95	0	37.5	0	40	0	0.52071702	49.55715942	1	39	16	17		
4	0	0	95	0	42.5	0	45	0	0.02525637	0	1	39	18	19		
4	0	0	95	0	45	0	47.5	0	0.13588589	49.47613907	1	39	19	20		
4	0	0	95	0	47.5	0	50	0	0.0518769	0	1	39	20	21		
4	0	0	95	0	52.5	0	55	0	0.2033924	41.56710052	1	39	22	23		
4	0	0	95	0	57.5	0	60	0	0.35402381	44.91033936	1	39	24	25		
4	0	0	95	0	65	0	67.5	0	0.2404507	51.71202087	1	39	27	28		
4	0	0	95	0	70	0	72.5	0	0.1831847	49.54756927	1	39	29	30		
4	0	0	95	0	75	0	77.5	0	0.2557871	50.09215927	1	39	31	32		
4	0	0	95	0	77.5	0	80	0	0.34376991	39.04064178	1	39	32	33		
4	0	0	95	0	100	0	102.5	0	-0.3380155	52.85113907	1	39	41	42		
4	0	0	95	0	102.5	0	105	0	-0.1953371	55.1917305	1	39	42	43		
4	0	0	95	0	105	0	107.5	0	-0.1505788	40.97785187	1	39	43	44		
4	0	0	95	0	107.5	0	110	0	-0.06719369	0	1	39	44	45		
4	0	0	95	0	110	0	112.5	0	-0.1135692	30.32817078	1	39	45	46		
4	0	0	95	0	112.5	0	115	0	-0.01913578	0	1	39	46	47		
4	0	0	95	0	115	0	117.5	0	-0.06760859	0	1	39	47	48		
4	0	0	95	0	117.5	0	120	0	-0.00938637	0	1	39	48	49		
4	0	0	95	0	120	0	122.5	0	-0.02859209	0	1	39	49	50		
4	0	0	95	0	125	0	127.5	0	-0.02157491	0	1	39	51	52		
4	0	0	95	0	127.5	0	130	0	-0.03044108	0	1	39	52	53		
4	0	0	95	0	130	0	132.5	0	-0.26513731	60.13780975	1	39	53	54		
4	0	0	95	0	135	0	137.5	0	-0.03350334	0	1	39	55	56		
4	0	0	95	0	147.5	0	150	0	-0.04546399	0	1	39	60	61		
4	0	0	95	0	150	0	152.5	0	-0.02686098	0	1	39	61	62		
4	15	0	110	0	0	0	2.5	0	-0.07481021	0	7	45	1	2		
4	15	0	110	0	2.5	0	5	0	-0.03700529	0	7	45	2	3		
4	15	0	110	0	5	0	7.5	0	-0.1479273	24.8210392	7	45	3	4		
4	15	0	110	0	7.5	0	10	0	-0.30198169	115.5173035	7	45	4	5		
4	15	0	110	0	17.5	0	20	0	0.6822806	32.12335968	7	45	8	9		
4	15	0	110	0	20	0	22.5	0	0.3154763	27.53013039	7	45	9	10		
4	15	0	110	0	22.5	0	25	0	0.2073534	20.42279053	7	45	10	11		
4	15	0	110	0	25	0	27.5	0	0.09698138	24.62483978	7	45	11	12		
4	15	0	110	0	27.5	0	30	0	0.05795556	0	7	45	12	13		
4	15	0	110	0	30	0	32.5	0	0.0696254	0	7	45	13	14		
4	15	0	110	0	32.5	0	35	0	0.09382582	16.97348976	7	45	14	15		
4	15	0	110	0	35	0	37.5	0	0.00966823	0	7	45	15	16		
4	15	0	110	0	37.5	0	40	0	0.1758043	0.2318055	7	45	16	17		
4	15	0	110	0	40	0	42.5	0	0.05155931	0	7	45	17	18		
4	15	0	110	0	42.5	0	45	0	0.0995294	26.28467941	7	45	18	19		
4	15	0	110	0	47.5	0	50	0	0.08733133	0	7	45	20	21		
4	15	0	110	0	57.5	0	60	0	0.03867148	0	7	45	24	25		
4	15	0	110	0	65	0	67.5	0	0.05233783	0	7	45	27	28		
4	15	0	110	0	70	0	72.5	0	0.00853246	0	7	45	29	30		
4	15	0	110	0	72.5	0	75	0	0.0298036	0	7	45	30	31		
4	15	0	110	0	75	0	77.5	0	0.04663933	0	7	45	31	32		
4	15	0	110	0	77.5	0	80	0	0.2228656	29.4396801	7	45	32	33		
4	15	0	110	0	80	0	82.5	0	0.08250958	0	7	45	33	34		
4	15	0	110	0	100	0	102.5	0	0.1921991	19.34172058	7	45	41	42		
4	15	0	110	0	102.5	0	105	0	0.40268841	20.9323597	7	45	42	43		
4	15	0	110	0	112.5	0	115	0	-1.35828602	15.83627033	7	45	46	47		
4	15	0	110	0	115	0	117.5	0	-0.32967019	16.72637939	7	45	47	48		
4	15	0	110	0	117.5	0	120	0	-0.1713623	33.11082077	7	45	48	49		
4	15	0	110	0	120	0	122.5	0	-0.08780427	0	7	45	49	50		
4	15	0	110	0	122.5	0	125	0	-0.097781	14.6718502	7	45	50	51		
4	15	0	110	0	125	0	127.5	0	-0.0623102	0	7	45	51	52		
4	15	0	110	0	127.5	0	130	0	-0.0529963	0	7	45	52	53		
4	15	0	110	0	130	0	132.5	0	-0.05662844	0	7	45	53	54		
4	15	0	110	0	132.5	0	135	0	-0.03740474	0	7	45	54	55		
4	15	0	110	0	135	0	137.5	0	-0.0383819	0	7	45	55	56		
4	15	0	110	0	147.5	0	150	0	-0.00265789	0	7	45	60	61		
4	17.5	0	112.5	0	0	0	2.5	0	-0.0434018	0	8	46	1	2		
4	17.5	0	112.5	0	2.5	0	5	0	-0.09150549	0	8	46	2	3		
4	17.5	0	112.5	0	5	0	7.5	0	-0.05367607	0	8	46	3	4		
4	17.5	0	112.5	0	7.5	0	10	0	-0.13346019	124.1140976	8	46	4	5		
4	17.5	0	112.5	0	10	0	12.5	0	-0.30523309	99	8	46	5	6		
4	17.5	0	112.5	0	20	0	22.5	0	0.90091932	38.37728119	8	46	9	10		
4	17.5	0	112.5	0	22.5	0	25	0	0.31286591	47.78207016	8	46	10	11		
4	17.5	0	112.5	0	25	0	27.5	0	0.1841214	43.92538071	8	46	11	12		
4	17.5	0	112.5	0	27.5	0	30	0	0.1528136	41.57667923	8	46	12	13		
4	17.5	0	112.5	0	30	0	32.5	0	0.09546202	0	8	46	13	14		
4	17.5	0	112.5	0	32.5	0	35	0	0.03213368	0	8	46	14	15		
4	17.5	0	112.5	0	35	0	37.5	0	0.1093141	14.67481995	8	46	15	16		
4	17.5	0	112.5	0	37.5	0	40	0	0.1854579	62.54121017	8	46	16	17		
4	17.5	0	112.5	0	40	0	42.5	0	0.1075826	0	8	46	17	18		
4	17.5	0	112.5	0	47.5	0	50	0	0.1574495	67.05935669	8	46	20	21		
4	17.5	0	112.5	0	52.5	0	55	0	0.02864752	0	8	46	22	23		
4	17.5	0	112.5	0	57.5	0	60	0	0.05946264	0	8	46	24	25		
4	17.5	0	112.5	0	60	0	62.5	0	0.03439638	0	8	46	25	26		
4	17.5	0	112.5	0	62.5	0	65	0	0.01055444	0	8	46	26	27		
4	17.5	0	112.5	0	75	0	77.5	0	0.2085288	58.01554871	8	46	31	32		
4	17.5	0	112.5	0	77.5	0	80	0	0.21408661	37.19039917	8	46	32	33		
4	17.5	0	112.5	0	80	0	82.5	0	0.00614212	0	8	46	33	34		
4	17.5	0	112.5	0	100	0	102.5	0	0.1227901	58.34090042	8	46	41	42		
4	17.5	0	112.5	0	102.5	0	105	0	0.2429217	56.97116852	8	46	42	43		
4	17.5	0	112.5	0	105	0	107.5	0	0.41275489	67.86637115	8	46	43	44		
4	17.5	0	112.5	0	115	0	117.5	0	-1.01140201	69.50901031	8	46	47	48		
4	17.5	0	112.5	0	117.5	0	120	0	-0.27652809	55.2168808	8	46	48	49		
4	17.5	0	112.5	0	120	0	122.5	0	-0.1576046	54.96820068	8	46	49	50		
4	17.5	0	112.5	0	122.5	0	125	0	-0.07529129	0	8	46	50	51		
4	17.5	0	112.5	0	125	0	127.5	0	-0.0898845	0	8	46	51	52		
4	17.5	0	112.5	0	127.5	0	130	0	-0.09280263	0	8	46	52	53		
4	17.5	0	112.5	0	130	0	132.5	0	-0.07301659	0	8	46	53	54		
4	17.5	0	112.5	0	132.5	0	135	0	-0.04007157	0	8	46	54	55		
4	17.5	0	112.5	0	135	0	137.5	0	-0.06407972	0	8	46	55	56		
4	17.5	0	112.5	0	147.5	0	150	0	-0.03741218	0	8	46	60	61		
4	17.5	0	112.5	0	150	0	152.5	0	-0.02629057	0	8	46	61	62		
4	22.5	0	117.5	0	0	0	2.5	0	-0.14611571	36.3107605	10	48	1	2		
4	22.5	0	117.5	0	2.5	0	5	0	-0.04067539	0	10	48	2	3		
4	22.5	0	117.5	0	7.5	0	10	0	-0.1718134	74.31723785	10	48	4	5		
4	22.5	0	117.5	0	10	0	12.5	0	-0.00646735	0	10	48	5	6		
4	22.5	0	117.5	0	12.5	0	15	0	-0.15495031	51.85755157	10	48	6	7		
4	22.5	0	117.5	0	15	0	17.5	0	-0.26729131	44.74179077	10	48	7	8		
4	22.5	0	117.5	0	25	0	27.5	0	0.89894319	32.71689987	10	48	11	12		
4	22.5	0	117.5	0	27.5	0	30	0	0.35103369	35.06692886	10	48	12	13		
4	22.5	0	117.5	0	30	0	32.5	0	0.1992275	36.57110977	10	48	13	14		
4	22.5	0	117.5	0	32.5	0	35	0	0.09157325	0	10	48	14	15		
4	22.5	0	117.5	0	35	0	37.5	0	0.14346901	21.19869995	10	48	15	16		
4	22.5	0	117.5	0	37.5	0	40	0	0.1221338	57.6664505	10	48	16	17		
4	22.5	0	117.5	0	40	0	42.5	0	0.1864543	38.54212189	10	48	17	18		
4	22.5	0	117.5	0	45	0	47.5	0	0.1193943	55.9873085	10	48	19	20		
4	22.5	0	117.5	0	50	0	52.5	0	0.1088379	30.89650917	10	48	21	22		
4	22.5	0	117.5	0	52.5	0	55	0	0.02443295	0	10	48	22	23		
4	22.5	0	117.5	0	57.5	0	60	0	0.3411105	43.45743179	10	48	24	25		
4	22.5	0	117.5	0	62.5	0	65	0	0.0275159	0	10	48	26	27		
4	22.5	0	117.5	0	70	0	72.5	0	0.04458528	0	10	48	29	30		
4	22.5	0	117.5	0	72.5	0	75	0	0.1925347	43.14569092	10	48	30	31		
4	22.5	0	117.5	0	75	0	77.5	0	0.149436	51.87845993	10	48	31	32		
4	22.5	0	117.5	0	77.5	0	80	0	0.03767941	0	10	48	32	33		
4	22.5	0	117.5	0	80	0	82.5	0	0.00343746	0	10	48	33	34		
4	22.5	0	117.5	0	100	0	102.5	0	0.06118887	0	10	48	41	42		
4	22.5	0	117.5	0	102.5	0	105	0	0.108482	44.03451157	10	48	42	43		
4	22.5	0	117.5	0	105	0	107.5	0	0.1102014	62.36191177	10	48	43	44		
4	22.5	0	117.5	0	107.5	0	110	0	0.1595847	52.19681931	10	48	44	45		
4	22.5	0	117.5	0	110	0	112.5	0	0.26395261	64.24700165	10	48	45	46		
4	22.5	0	117.5	0	120	0	122.5	0	-0.81156731	61.76913834	10	48	49	50		
4	22.5	0	117.5	0	122.5	0	125	0	-0.2467189	59.00505066	10	48	50	51		
4	22.5	0	117.5	0	125	0	127.5	0	-0.1929702	51.16287994	10	48	51	52		
4	22.5	0	117.5	0	127.5	0	130	0	-0.1189712	75.39380646	10	48	52	53		
4	22.5	0	117.5	0	130	0	132.5	0	-0.29029959	40.36198044	10	48	53	54		
4	22.5	0	117.5	0	135	0	137.5	0	-0.04444009	0	10	48	55	56		
4	22.5	0	117.5	0	147.5	0	150	0	-0.03853877	0	10	48	60	61		
4	22.5	0	117.5	0	150	0	152.5	0	-0.03049568	0	10	48	61	62		
4	25	0	120	0	0	0	2.5	0	-0.02065681	0	11	49	1	2		
4	25	0	120	0	2.5	0	5	0	-0.03354296	0	11	49	2	3		
4	25	0	120	0	5	0	7.5	0	-0.03336433	0	11	49	3	4		
4	25	0	120	0	7.5	0	10	0	-0.03290691	0	11	49	4	5		
4	25	0	120	0	10	0	12.5	0	-0.1056253	0	11	49	5	6		
4	25	0	120	0	12.5	0	15	0	-0.08013988	0	11	49	6	7		
4	25	0	120	0	15	0	17.5	0	-0.1971221	55.03913116	11	49	7	8		
4	25	0	120	0	17.5	0	20	0	-0.28815609	54.56605148	11	49	8	9		
4	25	0	120	0	27.5	0	30	0	0.78405231	40.49213028	11	49	12	13		
4	25	0	120	0	30	0	32.5	0	0.33678201	42.93590164	11	49	13	14		
4	25	0	120	0	32.5	0	35	0	0.14853761	58.80319977	11	49	14	15		
4	25	0	120	0	35	0	37.5	0	0.28837529	37.01028061	11	49	15	16		
4	25	0	120	0	37.5	0	40	0	0.2147439	60.60649872	11	49	16	17		
4	25	0	120	0	40	0	42.5	0	0.09441002	0	11	49	17	18		
4	25	0	120	0	45	0	47.5	0	0.06762183	0	11	49	19	20		
4	25	0	120	0	47.5	0	50	0	0.06344825	0	11	49	20	21		
4	25	0	120	0	50	0	52.5	0	0.04187841	0	11	49	21	22		
4	25	0	120	0	57.5	0	60	0	0.11537	54.32168961	11	49	24	25		
4	25	0	120	0	62.5	0	65	0	0.05952457	0	11	49	26	27		
4	25	0	120	0	65	0	67.5	0	0.01597619	0	11	49	27	28		
4	25	0	120	0	70	0	72.5	0	0.07408972	0	11	49	29	30		
4	25	0	120	0	72.5	0	75	0	0.1189986	52.97002029	11	49	30	31		
4	25	0	120	0	75	0	77.5	0	0.05340855	0	11	49	31	32		
4	25	0	120	0	77.5	0	80	0	0.2127618	37.26449966	11	49	32	33		
4	25	0	120	0	100	0	102.5	0	0.05086975	0	11	49	41	42		
4	25	0	120	0	102.5	0	105	0	0.09236562	0	11	49	42	43		
4	25	0	120	0	105	0	107.5	0	0.07482321	0	11	49	43	44		
4	25	0	120	0	107.5	0	110	0	0.14877219	57.70695877	11	49	44	45		
4	25	0	120	0	110	0	112.5	0	0.135176	83.41069031	11	49	45	46		
4	25	0	120	0	112.5	0	115	0	0.3544499	61.9310112	11	49	46	47		
4	25	0	120	0	122.5	0	125	0	-0.6261723	74.49590302	11	49	50	51		
4	25	0	120	0	125	0	127.5	0	-0.30875599	64.5149231	11	49	51	52		
4	25	0	120	0	127.5	0	130	0	-0.2296925	80.89469147	11	49	52	53		
4	25	0	120	0	130	0	132.5	0	-0.27069211	55.44213104	11	49	53	54		
4	25	0	120	0	135	0	137.5	0	-0.1085241	0	11	49	55	56		
4	25	0	120	0	147.5	0	150	0	-0.04096358	0	11	49	60	61		
4	25	0	120	0	150	0	152.5	0	-0.03457147	0	11	49	61	62		
4	27.5	0	122.5	0	0	0	2.5	0	-0.02344874	0	12	50	1	2		
4	27.5	0	122.5	0	7.5	0	10	0	-0.05252929	0	12	50	4	5		
4	27.5	0	122.5	0	10	0	12.5	0	-0.03123579	0	12	50	5	6		
4	27.5	0	122.5	0	12.5	0	15	0	-0.09288198	31.27456093	12	50	6	7		
4	27.5	0	122.5	0	15	0	17.5	0	-0.1314732	8.85775471	12	50	7	8		
4	27.5	0	122.5	0	17.5	0	20	0	-0.16465139	36.4856987	12	50	8	9		
4	27.5	0	122.5	0	20	0	22.5	0	-0.31985021	57.52082825	12	50	9	10		
4	27.5	0	122.5	0	35	0	37.5	0	0.1925215	37.74597931	12	50	15	16		
4	27.5	0	122.5	0	37.5	0	40	0	0.4109883	1.484905	12	50	16	17		
4	27.5	0	122.5	0	80	0	82.5	0	0.03914538	0	12	50	33	34		
4	27.5	0	122.5	0	100	0	102.5	0	0.04062717	0	12	50	41	42		
4	27.5	0	122.5	0	102.5	0	105	0	0.05477788	0	12	50	42	43		
4	27.5	0	122.5	0	105	0	107.5	0	0.08101167	0	12	50	43	44		
4	27.5	0	122.5	0	107.5	0	110	0	0.08578316	0	12	50	44	45		
4	27.5	0	122.5	0	110	0	112.5	0	0.150241	10.44182014	12	50	45	46		
4	27.5	0	122.5	0	112.5	0	115	0	0.18634421	17.09577942	12	50	46	47		
4	27.5	0	122.5	0	115	0	117.5	0	0.3243154	14.19470024	12	50	47	48		
4	27.5	0	122.5	0	125	0	127.5	0	-0.72607893	5.95168018	12	50	51	52		
4	27.5	0	122.5	0	127.5	0	130	0	-0.36708921	0.92241162	12	50	52	53		
4	27.5	0	122.5	0	130	0	132.5	0	-0.2272746	141.6710968	12	50	53	54		
4	27.5	0	122.5	0	132.5	0	135	0	-0.13815761	99	12	50	54	55		
4	27.5	0	122.5	0	135	0	137.5	0	-0.13144431	1.32462597	12	50	55	56		
4	27.5	0	122.5	0	147.5	0	150	0	-0.0228683	0	12	50	60	61		
4	27.5	0	122.5	0	150	0	152.5	0	-0.02161424	0	12	50	61	62		
4	32.5	0	127.5	0	0	0	2.5	0	-0.01153061	0	14	52	1	2		
4	32.5	0	127.5	0	2.5	0	5	0	-0.02846086	0	14	52	2	3		
4	32.5	0	127.5	0	5	0	7.5	0	-0.01720963	0	14	52	3	4		
4	32.5	0	127.5	0	10	0	12.5	0	-0.08553962	0	14	52	5	6		
4	32.5	0	127.5	0	12.5	0	15	0	-0.01148861	0	14	52	6	7		
4	32.5	0	127.5	0	15	0	17.5	0	-0.0717657	0	14	52	7	8		
4	32.5	0	127.5	0	17.5	0	20	0	-0.09345464	0	14	52	8	9		
4	32.5	0	127.5	0	20	0	22.5	0	-0.09606772	0	14	52	9	10		
